gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group D,high school,standard,none,91,85,79
male,group B,high school,standard,none,69,77,73
male,group E,some high school,free/reduced,none,75,68,63
female,group B,bachelor's degree,standard,none,82,86,88
female,group C,some college,standard,none,60,71,71
male,group C,some high school,standard,none,53,44,39
female,group B,some college,free/reduced,completed,46,51,60
female,group D,some college,standard,completed,97,99,99
male,group D,some college,standard,none,58,56,55
male,group C,some high school,standard,none,60,54,54
female,group E,some college,standard,none,71,83,78
male,group A,associate's degree,standard,completed,79,69,63
male,group B,some high school,standard,none,60,57,55
male,group D,high school,standard,completed,79,65,68
female,group B,associate's degree,free/reduced,none,72,75,76
female,group E,associate's degree,standard,completed,97,99,100
female,group D,some high school,standard,none,55,55,57
male,group D,high school,standard,none,64,64,60
female,group D,some high school,standard,none,39,51,54
male,group D,high school,standard,completed,81,85,86
male,group B,associate's degree,standard,none,61,64,63
female,group D,high school,standard,none,84,81,82
male,group C,some college,free/reduced,none,47,48,42
male,group E,high school,free/reduced,completed,62,57,58
female,group D,some college,standard,none,75,76,78
female,group C,some high school,free/reduced,completed,56,75,73
male,group C,some college,free/reduced,none,76,73,74
male,group D,some high school,standard,none,61,52,48
male,group C,master's degree,free/reduced,none,63,64,57
female,group B,master's degree,free/reduced,none,55,74,66
male,group B,some college,free/reduced,none,42,42,40
male,group E,high school,standard,completed,64,53,57
female,group C,associate's degree,free/reduced,none,50,60,55
female,group E,some high school,standard,none,74,88,81
female,group B,some high school,standard,completed,70,82,85
female,group E,associate's degree,standard,completed,87,86,92
male,group C,associate's degree,standard,none,61,60,50
female,group C,associate's degree,standard,none,76,69,74
female,group E,some high school,standard,none,84,84,82
male,group E,bachelor's degree,free/reduced,none,85,81,73
male,group E,some high school,standard,none,87,69,65
male,group D,some college,standard,none,73,61,57
male,group C,bachelor's degree,standard,none,86,76,73
male,group C,associate's degree,standard,none,66,64,57
male,group E,high school,free/reduced,none,67,58,56
female,group C,bachelor's degree,standard,none,90,96,88
male,group C,some college,standard,none,38,40,33
male,group E,some college,standard,completed,79,71,71
male,group B,high school,free/reduced,none,54,61,49
male,group C,associate's degree,free/reduced,none,56,54,43
male,group C,some high school,free/reduced,completed,52,64,59
female,group D,some college,free/reduced,completed,44,45,55
male,group C,some college,free/reduced,completed,55,49,57
female,group C,some college,standard,none,73,76,79
female,group D,associate's degree,standard,none,60,73,73
female,group C,some college,standard,none,70,76,76
male,group B,high school,standard,completed,86,82,77
male,group D,master's degree,standard,none,84,78,76
male,group E,bachelor's degree,standard,none,86,78,77
male,group C,bachelor's degree,free/reduced,none,41,39,42
male,group B,bachelor's degree,standard,none,62,64,58
female,group D,master's degree,free/reduced,completed,58,72,74
male,group A,bachelor's degree,free/reduced,completed,62,54,62
female,group D,associate's degree,free/reduced,completed,49,56,61
male,group C,master's degree,standard,none,82,83,78
male,group B,bachelor's degree,standard,none,75,68,66
female,group C,associate's degree,free/reduced,none,63,68,68
male,group D,some college,standard,completed,85,94,96
male,group A,associate's degree,free/reduced,completed,53,52,53
male,group C,bachelor's degree,standard,none,78,72,76
female,group B,some college,free/reduced,none,40,49,47
female,group C,associate's degree,standard,none,68,86,79
male,group D,some college,free/reduced,completed,47,51,49
female,group D,some high school,standard,none,74,75,71
male,group D,some high school,standard,completed,90,93,96
female,group B,some college,free/reduced,none,67,82,87
female,group C,associate's degree,free/reduced,completed,57,73,76
female,group B,some high school,standard,completed,87,95,95
female,group D,associate's degree,standard,completed,52,61,65
female,group B,high school,standard,completed,83,96,96
female,group C,bachelor's degree,standard,none,79,84,83
female,group D,some college,free/reduced,completed,62,61,73
male,group E,bachelor's degree,free/reduced,none,73,58,54
male,group C,bachelor's degree,standard,none,63,64,59
female,group E,some high school,free/reduced,none,59,74,58
female,group D,some high school,standard,none,89,91,97
female,group D,high school,standard,completed,88,84,96
male,group A,high school,free/reduced,completed,70,65,60
male,group B,associate's degree,free/reduced,none,69,69,69
female,group E,some high school,standard,completed,74,89,85
male,group B,associate's degree,free/reduced,none,65,57,53
female,group C,some high school,standard,none,78,84,77
male,group B,some college,standard,none,32,25,27
female,group E,high school,standard,none,90,93,86
male,group C,high school,free/reduced,completed,85,90,87
male,group E,bachelor's degree,standard,none,75,65,66
female,group D,bachelor's degree,free/reduced,completed,76,87,86
female,group D,master's degree,standard,none,76,90,88
male,group B,high school,free/reduced,completed,84,78,76
male,group D,some high school,standard,none,55,55,51
male,group C,some college,standard,none,76,63,61
female,group C,associate's degree,free/reduced,completed,68,72,75
female,group E,bachelor's degree,standard,none,99,100,100
male,group A,some college,standard,completed,81,80,83
female,group B,some high school,standard,none,30,26,27
male,group A,associate's degree,standard,completed,76,73,74
male,group E,some high school,standard,none,70,48,50
female,group E,some college,standard,none,74,84,76
male,group C,some high school,free/reduced,completed,82,82,85
female,group C,associate's degree,standard,none,54,62,62
male,group D,some high school,free/reduced,completed,53,57,58
male,group C,some high school,standard,completed,55,53,49
female,group D,some high school,standard,completed,57,79,80
male,group D,some college,free/reduced,completed,71,76,72
male,group C,high school,standard,none,67,63,54
male,group E,master's degree,free/reduced,completed,69,62,69
male,group D,bachelor's degree,standard,none,89,75,73
female,group C,associate's degree,free/reduced,none,34,49,45
male,group D,some high school,standard,none,86,82,77
female,group D,some high school,free/reduced,none,30,44,45
female,group E,some high school,free/reduced,none,62,82,73
male,group D,some high school,standard,completed,75,64,73
male,group E,master's degree,standard,none,73,67,60
female,group C,some college,standard,completed,57,69,75
female,group C,high school,standard,none,57,65,64
female,group E,some college,free/reduced,none,50,49,56
female,group A,associate's degree,standard,none,72,78,81
male,group E,some high school,standard,none,91,84,75
male,group C,some college,standard,completed,68,80,78
female,group B,some high school,standard,completed,65,69,70
female,group B,associate's degree,standard,none,51,77,72
female,group D,master's degree,standard,none,52,62,73
female,group C,associate's degree,free/reduced,none,79,89,83
female,group D,high school,standard,none,40,49,53
male,group D,some high school,standard,none,79,73,65
male,group B,high school,standard,none,66,60,51
female,group C,associate's degree,standard,completed,65,77,77
female,group C,associate's degree,standard,completed,91,100,100
female,group D,some high school,free/reduced,completed,67,80,82
male,group B,some college,free/reduced,none,50,53,51
female,group E,some college,free/reduced,none,68,76,75
female,group D,associate's degree,standard,none,62,65,71
female,group A,high school,free/reduced,none,49,71,61
male,group B,some high school,free/reduced,none,37,34,30
male,group B,associate's degree,standard,none,52,45,39
female,group D,bachelor's degree,free/reduced,none,67,73,71
female,group D,high school,standard,none,73,82,81
male,group C,some college,free/reduced,none,63,69,55
female,group E,high school,standard,none,88,88,79
male,group C,some high school,standard,none,64,63,64
female,group A,associate's degree,standard,none,74,83,82
male,group C,some high school,standard,none,76,74,73
female,group D,some high school,free/reduced,completed,62,77,80
male,group C,bachelor's degree,free/reduced,none,77,81,72
male,group B,associate's degree,free/reduced,none,37,47,48
male,group B,master's degree,free/reduced,none,81,77,75
female,group B,master's degree,standard,none,50,61,63
female,group D,high school,standard,none,47,52,55
male,group D,high school,standard,none,60,57,56
female,group A,some college,standard,none,69,85,86
male,group C,associate's degree,standard,none,51,46,41
male,group D,associate's degree,standard,none,68,55,57
male,group A,associate's degree,standard,completed,62,58,61
female,group D,some high school,free/reduced,completed,64,72,76
male,group D,bachelor's degree,standard,none,79,84,85
male,group B,associate's degree,standard,none,62,61,53
male,group C,some high school,standard,none,60,62,59
female,group B,high school,free/reduced,none,53,69,68
male,group C,master's degree,free/reduced,none,43,54,50
male,group B,high school,standard,none,80,69,67
male,group D,master's degree,standard,completed,100,100,100
